ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2022-10-08,37,93483,620,Employed,Bachelor,13,31978,48,Married,4,Mortgage,421,0.07131446465159488,0,1,0.5514530516219218,0,Debt Consolidation,0,22,24,3074,3964,35664,20875,7790.25,0.713659143695474,4,14789,0.21697800000000003,0.2506819908705244,1061.5153743220058,0.19030395357299262,0,53.0
2022-10-09,40,55161,597,Employed,Associate,17,23801,48,Divorced,0,Own,733,0.3460031717393052,4,1,0.07466043245669064,0,Education,1,18,17,1697,2794,188858,5099,4596.75,0.6955599522882145,5,183759,0.220301,0.2168569636584104,745.8207979746129,0.32171007733172635,0,52.0
2022-10-10,53,15000,609,Employed,High School,30,32325,48,Married,2,Own,345,0.5306892413371143,4,1,0.12691115283008012,1,Home,0,26,5,917,521,137584,10163,1250.0,0.8966731255897348,2,127421,0.222825,0.20441249822677462,991.2769218572605,1.0690215374858083,0,60.0
2022-10-11,28,54335,553,Employed,High School,7,31467,36,Single,0,Mortgage,216,0.22731702180184246,6,2,0.08826369488024664,0,Home,0,25,12,1072,9874,73871,6160,4527.916666666667,0.8883523746772585,4,67711,0.23996699999999999,0.2534270314534718,1256.8329365647012,0.32527827806710985,0,48.0
2022-10-12,42,50646,613,Employed,Master,20,32657,24,Single,0,Own,363,0.06163163073844574,5,0,0.5624911435379848,1,Home,0,30,5,3768,3001,322013,17627,4220.5,0.5739045058842469,4,304386,0.20115699999999997,0.20934251974016624,1677.0467677524834,0.48336613381174826,0,62.0
2022-10-13,51,48237,672,Employed,Master,33,14331,48,Married,3,Own,303,0.21042158086499205,1,0,0.1539280336397054,0,Education,0,17,2,1730,2222,9552,37175,4019.75,0.7051449259996595,2,6877,0.173331,0.14716816319591727,396.78829335714596,0.17408751622791116,0,49.0
2022-10-14,46,52062,552,Employed,Bachelor,23,12727,96,Married,1,Mortgage,531,0.2748895781109766,4,1,0.19975981573078802,0,Education,0,21,14,5160,2794,30197,5562,4338.5,0.76075261283779,6,24635,0.271727,0.3104050052089577,360.2454946924714,0.20542710491932037,0,50.0
2022-10-15,42,53154,583,Employed,Associate,17,18137,48,Married,0,Mortgage,340,0.08234213846459797,2,1,0.4898972124185893,0,Other,0,20,12,2614,1974,131358,35418,4429.5,0.8703044121841221,3,95940,0.221637,0.20782912883436955,559.5092315014911,0.20307240805993704,0,53.0
2022-10-16,52,91131,617,Employed,Bachelor,32,21835,12,Single,1,Mortgage,104,0.3291072256759394,3,1,0.26056463839869165,0,Other,0,30,27,1862,844,81439,11995,7594.25,0.9230058409048156,8,69444,0.17833500000000002,0.17300880662112278,1994.5748747985856,0.2763373440166686,1,36.800000000000004
2022-10-17,18,94875,545,Employed,Doctorate,0,19516,60,Married,0,Own,2555,0.23154041511347492,4,3,0.3767738481313465,0,Education,0,32,2,17157,1752,30603,2621,7906.25,0.7472528934537065,5,27982,0.252016,0.2348090200355403,555.5708134949765,0.39343188154877173,0,57.0
2022-10-18,48,89909,558,Employed,Doctorate,25,8618,36,Divorced,2,Own,433,0.15177785685563772,5,1,0.17399205561459563,0,Debt Consolidation,1,26,17,1623,2128,15051,46850,7492.416666666667,0.853815474562159,7,6149,0.214618,0.1927255171826478,317.0904124825026,0.1001132806481001,1,43.2
2022-10-19,32,17405,501,Employed,High School,7,52096,36,Married,0,Mortgage,421,0.03582387594115361,1,2,0.1212832583092343,0,Debt Consolidation,0,33,4,3562,1206,13219,32267,1450.4166666666667,0.6785281188324623,9,1477,0.28659599999999996,0.23079519161621542,2018.7814419031242,1.682124521852197,0,54.0
2022-10-20,18,37687,561,Employed,Master,0,19205,36,Married,3,Mortgage,186,0.29765321857656063,4,1,0.3899373032010206,0,Debt Consolidation,0,16,13,16990,528,51535,15024,3140.5833333333335,0.7755045192424013,4,36511,0.223705,0.22737514434421036,740.7953561628237,0.2951029340078511,0,55.0
2022-10-21,46,300000,631,Self-Employed,High School,25,24013,60,Divorced,0,Mortgage,193,0.3085858912430119,4,0,0.10776090908444318,0,Auto,0,27,6,7583,1353,120590,52019,25000.0,0.892534640350109,5,68571,0.213513,0.189192009784563,621.8433531665461,0.03259373412666184,1,38.400000000000006
2022-10-22,56,74462,545,Employed,High School,37,41038,72,Married,1,Other,385,0.2171766515193372,1,1,0.29577922014696695,0,Auto,0,34,3,4089,2905,218837,178358,6205.166666666667,0.9030808851014048,2,40479,0.28353799999999996,0.3016108254962329,1238.8587219382832,0.26169461823828793,0,55.0
2022-10-23,38,195729,539,Employed,Bachelor,15,6819,60,Married,0,Mortgage,477,0.392910211094142,3,4,0.747324887869209,0,Home,0,22,26,1506,1094,20852,24569,16310.75,0.7493779689906859,7,6305,0.242319,0.24186623075878055,196.90811055771908,0.041316807047972595,1,44.800000000000004
2022-10-24,51,124400,565,Employed,Associate,24,17054,36,Married,2,Mortgage,573,0.4422762698173497,1,1,0.3138565695822653,0,Other,0,19,4,389,3349,44926,71405,10366.666666666666,0.8760034916359486,3,6933,0.219554,0.21676993770875266,648.4537051685785,0.11782511625420371,1,44.800000000000004
2022-10-25,59,78012,646,Employed,Master,36,18150,36,Single,0,Rent,454,0.14724081559205157,3,1,0.25105428996157264,0,Debt Consolidation,0,28,8,222,827,23133,4293,6501.0,0.7786295576949916,2,18840,0.18015,0.17516378475828456,651.7710417908061,0.17009245374416337,1,39.2
2022-10-26,55,56789,636,Self-Employed,High School,33,18617,24,Married,1,Mortgage,222,0.10350161337966099,4,1,0.20909749960458335,0,Home,0,21,2,2024,1069,92293,32834,4732.416666666667,0.8565478914374092,2,59459,0.175617,0.18450938707948816,933.4984101228277,0.24416666821873836,0,53.0
2022-10-27,59,66047,511,Employed,Bachelor,36,20196,96,Divorced,1,Mortgage,115,0.3939294878737311,2,0,0.39248666729206716,0,Home,0,26,9,16709,194,107096,35141,5503.916666666667,0.8977711895038718,2,71955,0.299696,0.3028671077672208,560.9807407815874,0.12281812783894876,0,53.0
2022-10-28,48,20523,647,Employed,Master,26,45413,60,Single,3,Rent,383,0.19006747196012475,1,1,0.33087668617208427,0,Education,0,25,10,1380,1677,24653,34525,1710.25,0.6649367330703797,3,5097,0.22691300000000003,0.256671352636211,1350.7517985916484,1.013741732841192,0,52.0
2022-10-29,40,56977,604,Employed,Master,19,30844,12,Divorced,0,Mortgage,308,0.25323531838715585,1,3,0.5389808830959173,0,Auto,0,26,22,1082,142,15570,5372,4748.083333333333,0.9126749861958257,5,10198,0.19384400000000002,0.1780049116360815,2824.849921680229,0.6598135925050941,0,55.0
2022-10-30,20,143042,568,Employed,High School,0,35561,60,Married,3,Own,214,0.5882594544070111,0,0,0.40676511707359764,0,Home,0,23,29,2348,1180,346407,12672,6270.5,0.5499222572279617,6,333735,0.256561,0.30787319999999996,1167.775683657807,0.2203613242417362,0,49.0
2022-10-31,37,28808,594,Employed,Associate,14,22551,48,Married,0,Mortgage,610,0.3786397010164138,3,1,0.5484296340941687,0,Debt Consolidation,0,8,13,3403,1540,62228,30179,2400.6666666666665,0.6195232791660975,5,32049,0.22055100000000002,0.25523766112317253,754.3292404546081,0.5683126522304672,0,60.0
2022-11-01,29,59604,601,Employed,Bachelor,6,10941,108,Married,0,Own,183,0.11609107296284375,3,1,0.5616985647608566,0,Home,0,27,25,3941,1133,65833,20483,4967.0,0.7952188889216016,0,45350,0.25544100000000003,0.285203977116001,282.37590402334547,0.09369355828937899,0,54.0
2022-11-02,66,100033,509,Employed,High School,45,7786,72,Married,0,Rent,549,0.12860142036945985,8,0,0.3331978193414978,0,Auto,0,26,17,9493,297,18134,15511,8336.083333333334,0.740142054740685,4,2623,0.268286,0.26198207559583375,215.49359469996455,0.09170896740475216,1,41.6
2022-11-03,37,34459,580,Employed,Doctorate,12,10252,36,Divorced,0,Mortgage,199,0.3023890092512592,2,2,0.11601046583380649,0,Other,0,26,27,1241,2521,50591,42423,2871.5833333333335,0.8893077300137627,6,8168,0.20525200000000002,0.2235300186947111,393.40321030065974,0.20629845682137954,1,40.800000000000004
2022-11-04,41,42263,592,Employed,Master,17,26367,60,Married,1,Own,431,0.346729513514095,4,0,0.1830638877129917,0,Debt Consolidation,0,19,4,10628,5375,29632,11038,3521.9166666666665,0.4591943557881581,3,18594,0.235367,0.24870003697460474,771.8981470851029,0.3415464535177634,0,54.0
2022-11-05,46,24247,460,Employed,High School,25,22379,48,Divorced,5,Mortgage,643,0.12153731496850792,2,3,0.16921975220508065,0,Auto,0,34,23,5717,8559,33047,14800,2020.5833333333333,0.8917233508720809,2,18247,0.287379,0.2667220349727696,763.0474798974232,0.695862158566795,0,51.0
2022-11-06,40,26344,440,Employed,High School,15,19829,36,Married,0,Own,340,0.3789208944172008,4,1,0.3560379458073848,0,Other,0,30,10,1647,1121,22886,39002,2195.3333333333335,0.8232345566408585,6,10106,0.284829,0.26112954427233226,800.1163186526704,0.5193363127783194,0,56.0
2022-11-07,60,24879,633,Employed,High School,38,18319,60,Married,1,Mortgage,939,0.38080004799148076,6,0,0.19759120329932423,0,Other,0,27,25,1192,873,187218,68410,2073.25,0.6534073649409693,6,118808,0.20681900000000003,0.20365142898929853,489.07084067338866,0.6888078334370619,0,45.0
2022-11-08,32,32389,541,Employed,Master,11,60226,48,Widowed,1,Mortgage,1052,0.3897527410933036,4,0,0.14420047080417286,0,Home,1,25,12,793,321,29401,29637,2699.0833333333335,0.9022655650015773,9,2158,0.284726,0.23775693632163056,1956.0173253676742,1.1144588565380866,0,57.0
2022-11-09,42,99562,556,Employed,High School,21,14596,12,Single,1,Other,454,0.632680266174603,3,0,0.4833934976521091,0,Home,0,22,17,9560,1782,140677,110102,8296.833333333334,0.8549317911372186,6,30575,0.201596,0.18721811780497627,1343.1803034745135,0.21661038992481227,1,45.6
2022-11-10,31,26670,571,Employed,Associate,12,35028,60,Married,1,Mortgage,528,0.3498298453901308,2,2,0.2564116122931113,0,Auto,0,30,1,2189,5063,17588,106303,2222.5,0.7284935929031782,3,6338,0.25452800000000003,0.24364584955506632,1015.1105294503822,0.6943129491340303,0,58.0
2022-11-11,24,45616,572,Employed,Associate,1,22047,60,Single,3,Mortgage,685,0.07344450815991357,1,1,0.29118150923620273,0,Other,0,28,3,2182,970,241099,130022,3801.3333333333335,0.722041105796669,5,111077,0.241047,0.25008619068364746,647.2200358530869,0.35046125110130305,0,51.0
2022-11-12,32,32749,625,Employed,Bachelor,13,21365,24,Divorced,0,Own,529,0.12937512786177066,4,0,0.28280430476420665,0,Debt Consolidation,0,29,6,3802,2648,69728,8014,2729.0833333333335,0.8225558211172819,5,61714,0.183865,0.19021918301783763,1077.2076370319749,0.5885520670671989,0,49.0
2022-11-13,39,89139,466,Self-Employed,High School,19,39668,36,Married,3,Rent,502,0.2246424164158752,1,0,0.4567759567901415,0,Home,0,28,5,981,75,115753,20075,7428.25,0.8657112698621292,4,95678,0.29166800000000004,0.24186986633035168,1560.186000554509,0.2776139737562022,0,58.0
2022-11-14,34,72519,429,Employed,High School,16,45764,60,Divorced,0,Rent,310,0.13112969492751636,2,2,0.38063371674232405,0,Education,0,22,12,13636,417,14053,25222,6043.25,0.9691480237620581,5,10524,0.33626399999999995,0.3863857562346319,1732.2548399734133,0.33793982376592285,0,53.0
2022-11-15,31,90590,544,Employed,Master,9,19540,24,Divorced,1,Mortgage,173,0.3090263365125232,0,1,0.0931284850640972,0,Debt Consolidation,0,20,11,4144,1927,112426,8046,7549.166666666667,0.7696563854144458,2,104380,0.22254,0.1929703411228966,987.8065862591146,0.15376618870857023,1,36.0
2022-11-16,23,61080,510,Employed,Master,1,32846,84,Single,1,Mortgage,201,0.10234316076228485,6,0,0.5074080349525825,0,Home,0,18,21,4029,240,531022,18061,5090.0,0.6351618728457996,3,512961,0.302846,0.2529868918358694,837.6689938674016,0.20406070606432253,1,39.2
2022-11-17,39,47704,577,Employed,Bachelor,17,26421,12,Single,1,Rent,1327,0.16374116411058123,1,2,0.17873396881478829,0,Debt Consolidation,0,19,9,2713,495,70695,11049,3975.3333333333335,0.9320940330739249,5,59646,0.20292100000000002,0.21643596620273683,2468.3274122226385,0.9547192886691191,0,49.0
2022-11-18,21,17231,494,Employed,High School,1,22108,24,Married,0,Own,474,0.07222814813734749,3,0,0.17600201782637234,0,Auto,0,30,15,756,545,768323,2564,1435.9166666666667,0.8242187461047736,4,765759,0.250108,0.2792218934838316,1212.598498595289,1.1745796519728087,0,43.0
2022-11-19,49,170502,567,Employed,Associate,29,24394,24,Married,0,Rent,356,0.48706300851736756,2,1,0.28825075520137955,0,Home,0,22,14,8600,1894,10494,7637,14208.5,0.4038039453963901,1,2857,0.21589399999999997,0.21796004510670708,1263.059625037191,0.11395007390204391,1,40.800000000000004
2022-11-20,40,36925,622,Employed,Bachelor,17,15615,48,Single,0,Own,758,0.221948549192894,2,2,0.6342963030295096,0,Auto,0,25,19,28841,1274,30115,22625,3077.0833333333335,0.9032800380679247,2,7490,0.19961500000000001,0.20945070797355972,483.06810924152035,0.4033261289342787,0,56.0
2022-11-21,22,62340,600,Employed,High School,1,18900,60,Single,3,Mortgage,277,0.5248915514395904,2,2,0.5020832860114672,0,Other,0,28,13,1274,635,91059,120682,5195.0,0.7251631443525118,13,6259,0.2239,0.2400188158128835,543.735195789228,0.15798560072939904,0,56.0
2022-11-22,36,100448,604,Employed,Master,13,16476,48,Married,0,Mortgage,539,0.31419135397893605,0,1,0.18993836999605013,0,Other,0,27,21,1179,657,22687,5943,8370.666666666666,0.6372283498965066,6,16744,0.209476,0.21018680086157387,510.35634490239886,0.12536114346556215,1,36.800000000000004
2022-11-23,30,34515,556,Employed,Bachelor,9,34568,36,Single,2,Mortgage,419,0.22269331854406157,4,2,0.057983135669629676,0,Other,0,19,7,1271,387,516686,75758,2876.25,0.991288767359701,2,440928,0.24156799999999998,0.25031063797080316,1374.9856519406112,0.6237238250988653,0,46.0
2022-11-24,43,90261,623,Employed,High School,20,21002,72,Divorced,0,Own,507,0.3268713164644622,3,1,0.43848366519196674,0,Other,1,33,11,1435,1156,20564,22037,7521.75,0.6524026961931242,4,7544,0.224502,0.21398448934311817,520.2259533355513,0.1365674149414101,0,58.0
2022-11-25,56,83142,566,Employed,Master,31,11511,24,Divorced,3,Other,340,0.10876720836277183,7,1,0.28660453424430815,0,Home,0,32,2,12848,1795,126064,19256,6928.5,0.434675294216484,13,106808,0.20351099999999997,0.19902592898997967,585.3139771890408,0.13355184775767348,1,40.0
2022-11-26,18,138747,597,Employed,Doctorate,0,15340,36,Married,1,Own,249,0.1526491523296083,0,0,0.08676420744148426,0,Debt Consolidation,0,33,23,1079,2478,29646,9531,11562.25,0.7654457687825511,7,20115,0.20184,0.21656374554067362,583.1181107833866,0.07196852781970521,1,37.6
2022-11-27,41,36964,572,Employed,High School,19,4448,12,Single,0,Rent,267,0.48118713289001347,5,1,0.5941907706488934,0,Home,0,28,27,31496,6081,37577,14116,3080.3333333333335,0.9576807925827067,3,23461,0.18344800000000003,0.2061701926478412,413.3529299793973,0.2208699047655223,0,60.0
2022-11-28,38,25428,622,Employed,Bachelor,15,17201,12,Single,5,Mortgage,272,0.41355040289530764,2,2,0.22334712331633025,0,Debt Consolidation,0,20,1,19379,1934,51684,17064,2119.0,0.6028171931783033,6,34620,0.17120100000000002,0.16756490794225354,1566.8258514566903,0.8677800148450638,0,56.0
2022-11-29,48,38537,626,Employed,Associate,26,22444,48,Married,0,Own,402,0.17732075678508558,3,3,0.31885888633525,1,Education,0,24,7,6681,393,42123,45792,3211.4166666666665,0.9233775545548968,2,5039,0.20444400000000001,0.1867779331414209,667.2682011975027,0.3329584143646374,0,64.0
2022-11-30,42,45769,506,Employed,Associate,19,20577,36,Widowed,2,Own,185,0.1394041487575615,4,1,0.14022951597373026,0,Home,0,27,2,5421,1897,89218,18869,3814.0833333333335,0.6671079571586551,5,70349,0.252577,0.3030924,877.0150081838499,0.2784456749810177,0,52.0
2022-12-01,30,40412,592,Unemployed,High School,8,59282,36,Married,2,Own,216,0.5508119360848003,1,1,0.4495731969624914,0,Auto,0,20,23,7202,269,138796,131947,3367.6666666666665,0.8328318592717884,4,6849,0.248282,0.25521244964033907,2373.415602960224,0.7689049598021056,0,61.0
2022-12-02,36,36919,604,Employed,Bachelor,14,29361,72,Married,1,Mortgage,431,0.1359963533200453,2,1,0.2978289970935856,0,Auto,0,22,19,1745,937,28832,6917,3076.5833333333335,0.49738457398212166,6,21915,0.242361,0.20004054802732205,703.3479371907678,0.3687037906305483,0,49.0
2022-12-03,30,17875,588,Self-Employed,Doctorate,7,28716,36,Single,4,Mortgage,378,0.35364839164456047,6,0,0.24974060006228893,0,Debt Consolidation,0,31,29,952,1219,141340,95213,1489.5833333333333,0.6585223338324233,3,46127,0.219716,0.20807555244690798,1079.0419251824953,0.978154019702934,0,57.0
2022-12-04,52,69580,500,Employed,Bachelor,31,9685,72,Married,3,Mortgage,443,0.3366425994623836,2,1,0.07758459410290312,1,Education,0,28,14,3405,2403,62576,10780,5798.333333333333,0.837138966852375,2,51796,0.27468499999999996,0.21974799999999997,243.20169567298475,0.11834464426668322,1,48.0
2022-12-05,40,127708,576,Employed,High School,20,18355,60,Married,3,Mortgage,394,0.11046027991714569,2,1,0.36220800276826415,0,Debt Consolidation,0,24,28,777,2295,25613,11912,10642.333333333334,0.8437680009496841,4,13701,0.23535500000000004,0.23956967372715499,527.5776450475706,0.08659545009373608,1,40.800000000000004
2022-12-06,62,64876,645,Self-Employed,Bachelor,42,17269,36,Single,5,Rent,1421,0.22724576605088334,1,2,0.446924889748719,0,Auto,0,27,11,1435,903,29944,33279,5406.333333333333,0.7944605240013464,5,3888,0.179769,0.18303051602717108,626.9441842825792,0.37880464596138713,0,56.0
2022-12-07,39,77527,619,Employed,Associate,20,14867,48,Married,1,Own,429,0.2887566438056112,4,1,0.10286420918530288,1,Debt Consolidation,1,21,5,6550,1106,61272,6838,6460.583333333333,0.7457234506335801,6,54434,0.20036700000000002,0.20111474429330745,453.29166231068973,0.13656532495425178,0,65.0
2022-12-08,31,70926,577,Unemployed,Master,11,14765,48,Married,0,Own,333,0.34879017545112806,2,1,0.08256484279410385,0,Debt Consolidation,0,22,11,4549,2761,93642,106597,5910.5,0.8700006886343795,4,4812,0.22126500000000002,0.21263979721047058,459.3074947232177,0.1340508408295775,0,53.0
2022-12-09,21,51489,539,Employed,Associate,0,8918,24,Married,3,Mortgage,424,0.07535298048406153,3,0,0.3594840100650952,0,Home,0,15,14,12296,355,53066,19621,4290.75,0.914793679025997,4,33445,0.214418,0.21283326070421593,459.49924399938806,0.20590788183869674,0,53.0
2022-12-10,18,63498,589,Self-Employed,High School,0,11638,96,Married,1,Own,671,0.16025330814529803,2,1,0.10885946437743986,0,Auto,0,27,9,2252,3499,47275,24873,5291.5,0.662955444747001,2,22402,0.25213800000000003,0.2677015831559767,295.1176618303815,0.1825791669338338,0,53.0
2022-12-11,20,41123,530,Employed,High School,0,34099,60,Divorced,0,Other,393,0.3620655162498746,2,0,0.36464919067319584,0,Debt Consolidation,0,30,1,17668,1771,27494,22646,3426.9166666666665,0.7879775345771031,6,4848,0.274099,0.3009269588488655,1105.16074022498,0.43717454666974104,0,59.0
2022-12-12,43,37890,590,Employed,Bachelor,20,20507,84,Married,1,Own,568,0.4613598925916891,4,0,0.18597183336975862,1,Debt Consolidation,0,24,29,1555,170,63653,57354,3157.5,0.7680181100245331,6,6299,0.25050700000000004,0.24453269738236444,511.91888088154974,0.34201706441220897,0,64.0
2022-12-13,46,25731,509,Employed,High School,27,17099,72,Married,4,Mortgage,491,0.3632381340716314,4,0,0.11668216356622277,0,Auto,0,28,6,7483,1494,75044,9764,2144.25,0.7316718241214157,5,65280,0.27759900000000004,0.28613768217801094,499.2263351054055,0.4618054495070097,0,52.0
2022-12-14,21,34817,588,Employed,Bachelor,0,21966,24,Divorced,0,Other,348,0.031748546280954124,3,1,0.5620599133896056,0,Home,0,20,7,3549,3306,413998,6615,2901.4166666666665,0.9488750200497146,6,407383,0.202966,0.21813214197767178,1137.5304111960143,0.5120017501321817,0,53.0
2022-12-15,50,57273,581,Employed,High School,26,39485,36,Divorced,3,Rent,426,0.3939323988198462,4,3,0.48474868364388385,0,Home,0,26,13,9078,8267,22779,26641,4772.75,0.8885146944716321,4,7413,0.233985,0.2625722094285882,1596.2903930158175,0.4237159694129836,0,56.0
2022-12-16,34,34370,476,Employed,Associate,13,22072,24,Married,1,Mortgage,897,0.19406146961876822,4,2,0.21508142346642017,0,Home,0,22,10,1450,662,215479,19385,2864.1666666666665,0.8683532473379486,5,196094,0.259072,0.2450642109661103,1172.5572017128911,0.7225687058642623,0,48.0
2022-12-17,41,66862,636,Employed,Associate,18,28859,72,Single,0,Rent,455,0.059084620687770095,3,1,0.02385484975024882,0,Home,1,29,25,7304,1897,124282,14702,5571.833333333333,0.7103844148592582,6,109580,0.225859,0.26546399822988054,804.9868862997841,0.22613506379703585,0,48.0
2022-12-18,59,93499,679,Unemployed,Master,38,14424,84,Divorced,3,Rent,246,0.324039107814447,1,1,0.31924924152824824,0,Auto,0,30,20,4849,1990,52233,56691,7791.583333333333,0.7855800133075608,6,8531,0.19992400000000002,0.21831541438676058,336.39690421486785,0.07474692617651969,1,40.0
2022-12-19,50,106833,622,Employed,Master,27,16166,48,Single,4,Rent,343,0.47714745320902036,2,1,0.5098722657208886,0,Home,0,18,9,1282,1983,392932,15463,8902.75,0.8239511470748089,2,377469,0.20016600000000004,0.19984558926008403,491.80425104321426,0.09376925680752736,1,40.0
2022-12-20,36,89864,495,Employed,High School,16,26291,24,Divorced,0,Mortgage,140,0.5049937589069446,3,0,0.19201657732358998,0,Home,0,22,17,29013,919,53458,5467,7488.666666666667,0.7298949677802833,6,47991,0.253791,0.2524100765443692,1406.3718103441993,0.20649494485144654,1,40.0
2022-12-21,29,53020,620,Employed,Associate,10,56745,24,Single,1,Rent,432,0.32650796096524715,0,3,0.0862790297201568,0,Debt Consolidation,0,30,4,2679,1060,77055,435523,4418.333333333333,0.7761561364625663,5,2928,0.221745,0.22612243281781627,2961.0105027642976,0.7679390047750203,0,50.0
2022-12-22,18,16208,574,Employed,High School,0,45021,72,Divorced,1,Rent,777,0.291929959966443,3,1,0.45234713799176723,0,Home,0,19,14,7099,791,41032,10449,1350.6666666666667,0.8947114820390137,8,30583,0.273021,0.24482772359771285,1198.4891413638397,1.4626030168044222,0,58.0
2022-12-23,31,38495,461,Employed,Bachelor,9,29478,96,Married,3,Other,206,0.2282126435146624,2,0,0.4506019476643665,0,Education,0,19,6,5641,1443,116041,40470,3207.9166666666665,0.8778744633254422,3,75571,0.333978,0.3078496746119647,829.0971343248424,0.3226695833718174,0,57.0
2022-12-24,37,47971,582,Employed,Associate,15,23759,36,Married,0,Rent,434,0.5147260412693275,5,3,0.2896410952630138,0,Home,0,27,23,894,1941,59630,19439,3997.5833333333335,0.8753675637511682,6,40191,0.217759,0.1914491548113807,872.6521560250435,0.3268605172354239,0,54.0
2022-12-25,28,18136,533,Employed,Master,8,44379,12,Married,0,Rent,660,0.4658869233819712,1,0,0.1445731681309145,0,Auto,1,16,1,8118,485,24193,1795,1511.3333333333333,0.7585762183976318,4,22398,0.242879,0.25633888348282624,4231.629877715681,3.236632032013022,0,63.0
2022-12-26,38,134017,645,Employed,Master,16,32772,36,Widowed,2,Other,696,0.29375919994256716,0,2,0.2442733527624167,0,Home,0,31,11,926,1778,88926,10073,11168.083333333334,0.7695813767252797,2,78853,0.195272,0.1913724962914084,1203.5664507461556,0.17008884998883625,1,36.0
2022-12-27,40,48487,534,Self-Employed,Associate,17,6996,12,Single,1,Rent,765,0.01745962211585356,1,0,0.10130508852598559,0,Home,0,22,11,2006,1727,292341,17973,4040.5833333333335,0.8163684548988289,5,274368,0.204996,0.21273190602811604,652.3415864472371,0.350776476939527,1,37.6
2022-12-28,37,54672,538,Employed,Associate,15,13004,72,Single,1,Rent,158,0.47429429048874716,2,1,0.29930937542442676,0,Other,0,27,17,4283,1187,32576,1727,4556.0,0.8781977318939918,5,30849,0.259004,0.2827605514067389,376.8776094718256,0.11740070444947885,0,53.0
2022-12-29,32,124229,469,Employed,Master,9,26083,48,Single,3,Mortgage,519,0.06068256510558624,2,1,0.13598636016625223,0,Auto,0,22,25,3216,573,142571,7331,10352.416666666666,0.864702357682738,6,135240,0.286583,0.313558261841487,959.8236924996493,0.1428481619428297,1,34.4
2022-12-30,42,41939,603,Employed,Master,21,9013,60,Divorced,4,Rent,190,0.200736206481694,2,2,0.23867064735699595,0,Auto,0,26,28,5712,372,32705,11772,3494.9166666666665,0.9073237022871314,5,20933,0.212513,0.17191060238885883,224.92323155229965,0.11872192419055284,1,40.0
2022-12-31,45,59078,593,Employed,High School,20,14061,48,Married,4,Rent,244,0.2501508069535388,5,0,0.08880201902830986,0,Home,1,26,7,296,224,88740,15950,4923.166666666667,0.5082268435117948,2,72790,0.212561,0.2067759256876183,432.97399273160323,0.1375078356203534,0,55.0
2023-01-01,26,33350,575,Employed,Associate,6,15523,36,Married,0,Rent,608,0.04463445700711473,4,1,0.28996946892375236,0,Auto,0,22,9,734,310,102693,78977,2779.1666666666665,0.773253160755034,2,23716,0.21302300000000002,0.18427987972139692,564.5320423340618,0.42190058494778837,0,53.0
2023-01-02,56,46587,530,Employed,Associate,33,19378,36,Married,4,Mortgage,436,0.20871282147112985,3,1,0.3060405050942468,1,Education,0,19,16,6015,294,207159,17201,3882.25,0.9394259449644851,4,189958,0.239378,0.22426733520316156,744.339377268212,0.3040348708270235,0,63.0
2023-01-03,38,27429,478,Employed,High School,13,19077,72,Divorced,2,Own,580,0.11832484576217643,5,2,0.05587496682536597,0,Auto,1,27,21,2581,2056,26591,12234,2285.75,0.36614506497319266,1,14357,0.29507700000000003,0.23606160000000004,497.68581108598374,0.4714801754723761,0,57.0
2023-01-04,40,225837,575,Employed,High School,17,19061,60,Married,0,Rent,253,0.23815794626007805,3,0,0.6858995027703518,0,Auto,0,17,27,4390,87,48435,54079,11355.166666666666,0.7987002414309465,6,6125,0.23656100000000002,0.25746247324606425,567.8353487271588,0.07228738888850822,1,44.800000000000004
2023-01-05,48,32151,601,Employed,High School,26,33278,48,Married,2,Rent,842,0.39108205237583743,5,1,0.1904228252877663,0,Home,1,26,9,4720,1267,34533,9347,2679.25,0.9605570836452013,2,25186,0.227778,0.18824085521106892,991.9296487206383,0.6844936637942105,0,55.0
2023-01-06,42,76805,606,Employed,Bachelor,21,19290,36,Married,0,Rent,569,0.3762070331511735,3,1,0.17733244324414218,0,Education,0,24,5,1152,309,122318,132791,6400.416666666667,0.9367385291947684,4,10231,0.20129,0.1806086345279831,697.9688154188466,0.1979509899749516,0,49.0
2023-01-07,51,15000,552,Employed,High School,26,18172,12,Married,2,Mortgage,629,0.15106986242878573,4,0,0.24306246915978857,0,Debt Consolidation,0,24,6,842,2226,113957,10459,1250.0,0.8388611596986463,5,103498,0.207172,0.18831482943800587,1673.2081860820933,1.841766548865675,0,51.0
